locale,key,value
ar,"In spite of limited resources, we find ways to accomplish our objectives.",رغم محدودية الموارد، نجد طرقاً لتحقيق أهدافنا.
da,"In spite of limited resources, we find ways to accomplish our objectives.","Vi er gode til at finde måder at løse opgaverne på, selv når ressourcerne er små."
de,"In spite of limited resources, we find ways to accomplish our objectives.","Trotz begrenzter Ressourcen finden wir Wege, um unsere Ziele zu erreichen."
el,"In spite of limited resources, we find ways to accomplish our objectives.","Παρά τους περιορισμούς σε πόρους και εφόδια, βρίσκουμε τρόπους να πετύχουμε τους στόχους μας."
fi,"In spite of limited resources, we find ways to accomplish our objectives.",Rajallisista resursseista huolimatta löydämme keinoja tavoitteidemme saavuttamiseen.
fr,"In spite of limited resources, we find ways to accomplish our objectives.","Malgré nos ressources réduites, nous trouvons le moyen d’atteindre nos objectifs."
he,"In spite of limited resources, we find ways to accomplish our objectives.",למרות המשאבים המוגבלים אנחנו מוצאים דרכים להשיג את היעדים שלנו.
it,"In spite of limited resources, we find ways to accomplish our objectives.","A dispetto di risorse limitate, noi troviamo il modo di raggiungere i nostri obiettivi."
ja,"In spite of limited resources, we find ways to accomplish our objectives.",たとえリソースは限られていても、私たちのチームは目標を達成するための方法を見つけ出します。
nl,"In spite of limited resources, we find ways to accomplish our objectives.",Ondanks beperkte middelen vinden we toch manieren om onze doelstellingen te behalen.
no,"In spite of limited resources, we find ways to accomplish our objectives.","Til tross for begrensede ressurser, finner vi måter å nå målene våre på."
pl,"In spite of limited resources, we find ways to accomplish our objectives.","Pomimo ograniczonych zasobów, znajdujemy sposoby osiągania wyznaczonych celów."
pt,"In spite of limited resources, we find ways to accomplish our objectives.","Apesar da limitação de recursos, nós encontramos maneiras de realizar nossos objetivos."
ru,"In spite of limited resources, we find ways to accomplish our objectives.","Несмотря на ограниченные возможности, мы находим пути для того, чтобы добиться поставленных целей."
es,"In spite of limited resources, we find ways to accomplish our objectives.","A pesar de los recursos limitados con que contamos, encontramos la forma de lograr nuestros objetivos."
sv,"In spite of limited resources, we find ways to accomplish our objectives.",Trots begränsade resurser hittar vi sätt att nå våra mål.
tr,"In spite of limited resources, we find ways to accomplish our objectives.","Eldeki olanakların sınırlı olmasına karşın, hedeflerimize ulaşmanın yollarını buluruz."
zh,"In spite of limited resources, we find ways to accomplish our objectives.","即使在资源不足的情况下, 我们也会找出办法达成目标. "
le,"In spite of limited resources, we find ways to accomplish our objectives.","In spite of limited resources, this team finds ways to accomplish their objectives.
"
ex,"In spite of limited resources, we find ways to accomplish our objectives.","A pesar de los recursos limitados, encontramos caminos para lograr nuestros objetivos."
ft,"In spite of limited resources, we find ways to accomplish our objectives.","In spite of limited resources, we find ways to accomplish our family goals."
fx,"In spite of limited resources, we find ways to accomplish our objectives.","Malgré des ressources limitées, nous trouvons le moyen d’atteindre nos objectifs."
tx,"In spite of limited resources, we find ways to accomplish our objectives.",In spite of limited resources the team finds ways to accomplish their objectives.
po,"In spite of limited resources, we find ways to accomplish our objectives.","Apesar dos recursos limitados, nós encontramos formas de atingirmos os nossos objetivos."
en,We are cohesive as a team and work well together.,We are cohesive as a team and work well together.
en,We are cohesive as a team and work well together.,We are cohesive as a team and work well together.
ar,We are cohesive as a team and work well together.,نحن متماسكون كفريق ونعمل بشكل جيد معاً.
da,We are cohesive as a team and work well together.,Vi har et sammentømret team og arbejder godt sammen.
de,We are cohesive as a team and work well together.,Wir haben einen starken Zusammenhalt als Team und arbeiten gut zusammen.
el,We are cohesive as a team and work well together.,Είμαστε δεμένοι σαν ομάδα και δουλεύουμε καλά μαζί. 
fi,We are cohesive as a team and work well together.,Olemme yhteenkuuluva tiimi ja työskentelemme hyvin yhdessä.
fr,We are cohesive as a team and work well together.,Nous sommes unis comme équipe et nous travaillons bien ensemble.
he,We are cohesive as a team and work well together.,אנחנו מלוכדים כצוות ועובדים טוב ביחד.
it,We are cohesive as a team and work well together.,Noi siamo un team coeso e lavoriamo bene insieme.
ja,We are cohesive as a team and work well together.,私たちのチームには結束力があり、協力しあってうまく仕事をしています。
nl,We are cohesive as a team and work well together.,Er is een goede samenhang binnen ons team en we kunnen goed samenwerken.
no,We are cohesive as a team and work well together.,Vi er et sammensveiset team som jobber godt sammen.
